video_id,question_id,question_type,timestamp (s),question,correct_answer
4523,3.0,intention reasoning,3.8,what phone number can i call to inquire about worktop express products?,0345 22 22 644
4525,3.0,intention reasoning,3.8,which bus number should i take if i want to follow the advertisement for sonic 2 on the bus?,87
4527,7.1,intention reasoning,5.5,how do i get in touch with alb building service?,call 020 8563 7403
4527,7.2,intention reasoning,0.2,how do i get in touch with alb building service?,i can't find it
4527,9.0,intention reasoning,7.2,what website should i visit for more information about the building service?,www.albtd.co.uk
4527,14.0,intention reasoning,8.8,how many free prints can i get from the service advertised on the bus?,600 free prints
4528,11.0,intention reasoning,7.2,which bus route should i take if i want to go to waterloo?,26
4528,14.0,intention reasoning,8.8,where can i find information about available retail space?,retail unit tolet
4530,1.0,intention reasoning,2.2,what events are being held at the llandbedrog community centre today?,there is no specific event mentioned
4572,12.0,intention reasoning,8.8,what traffic restriction signs should i be aware of while driving down this street?,no left turn and no right turn signs
4585,1.0,intention reasoning,2.2, what services does the van offer?,the van offers moving services and can handle fragile items like vases
4585,3.0,intention reasoning,0.2,which company should i contact for fine auctions and artworks?,sotheby's
4585,6.0,intention reasoning,5.5,how can i get the contact information for aussie man & van service?,the contact information is 0203 763 5900
4595,5.0,intention reasoning,3.8,where should i go to visit sotheby’s auction house nearby?,sotheby’s auction house can be found by walking on the left side of the street
4613,12.0,intention reasoning,8.8,how can i locate the premier inn from where i am currently?,look up at the tall building straight ahead with the premier inn on top
4613,15.0,intention reasoning,7.8,which lane should i avoid when i am driving a car?,avoid the bus lane
4620,2.1,intention reasoning,2.2,what is the speed limit i need to follow on this road?,20 mph
4620,2.2,intention reasoning,0.4,what is the speed limit i need to follow on this road?,there are no relevant signs
4627,2.0,intention reasoning,2.2,where do i need to go to find out more about the services offered by the truck in front of me?,visit the website “waitrose.com”
4631,5.0,intention reasoning,3.8,how can i keep up with the tour bus if it makes a stop?,use the hop-on hop-off service
4635,6.0,intention reasoning,5.5,which contact number should i call if i need plant hire services from the express company?,0207 790 9762
4635,9.0,intention reasoning,7.2,where can i find the phone number to contact the company on the truck for more information?,the phone number can be found on the side of the truck
4636,1.0,intention reasoning,2.2,how can i find the entrance to the original tour bus route from here?,look for signs or markers near the bus labeled t2 yellow circular tour.
4636,6.0,intention reasoning,5.5,which bus tour can i take to explore the area?,the original tour
4637,14.0,intention reasoning,8.8,how many tour buses did i see during my walk through london?,one
4639,1.0,intention reasoning,2.2,where can i download the app that’s advertised on the bus?,on google play or the app store
4639,12.0,intention reasoning,8.8,which tour company should i contact for the coach with the license plate ct66 cah?,cambridge tours
4639,14.0,intention reasoning,8.8,can you confirm the license plate of the blue car in front of me?,vk18 mln
4641,3.0,intention reasoning,0.8,why the bus allows passengers the flexibility to explore and then continue their journey at their convenience?,hop-on hop-off
4643,3.0,intention reasoning,3.8,which bus offers hop-on hop-off tours?,look for hop-on hop-off text on the back of the bus
4643,5.0,intention reasoning,3.8,which license plate should i note down in case i need to report this part of the trip?,yj11 tvp
4643,13.0,intention reasoning,8.8,which bus service does the hop-on hop-off bus provide?,the original tour
4643,14.0,intention reasoning,8.8,what are the license plates of the car directly in front of me?,kle 772
4644,3.0,intention reasoning,3.8,what should i expect to find at this bus stop?,a bus shelter and waiting area
4644,5.0,intention reasoning,3.8,which bus number do i need to take at this bus stop?,bus number 16
4644,8.0,intention reasoning,5.5,which bus number should i take to reach the destination on the red bus in front of me?,16
4650,6.0,intention reasoning,5.5,are there any other transportation options indicated?," yes, bicycles "
4650,7.0,intention reasoning,5.5,where can i connect to wifi around here?,at the black phone booth labeled wifi here
4650,11.0,intention reasoning,7.2,where is the phone booth?,a telephone booth on the left side of the street
4651,9.0,intention reasoning,7.2,"is this area a central zone, and do i need to be aware of any specific rules here?","yes, it is a central zone, and you should be aware of the congestion charge"
4658,1.0,intention reasoning,2.2,what bus number should i look for to catch the same bus visible in front of me?,bus number 277
4660,8.0,intention reasoning,5.5,where can i find the british gas vehicle if i need assistance with something?,look for the blue van that says british gas on the side
4660,10.0,intention reasoning,7.2,what is the contact number for goldline?,020 8555 5555
4662,5.0,intention reasoning,3.8,which website should i visit to get more information about the bus services?,visit www.towertransit.co.uk for more information about the bus services
4662,15.0,intention reasoning,7.8,where should i look to find more information about tower transit services?,look at the back of the red double-decker bus
4664,1.0,intention reasoning,2.2,which bus number should i take to get to my destination?,135
4664,6.1,intention reasoning,5.5,what do i need to be aware of while driving through this junction?,"multiple road signs, including a give way sign"
4664,6.2,intention reasoning,9.8,what do i need to be aware of while driving through this junction?,footpath closed 
4664,13.0,intention reasoning,8.8,"when i need to catch the bus, which number should i look for in this area?",135
4664,14.0,intention reasoning,8.8,is there any information about the sidewalk?,footpath closed
4675,1.0,intention reasoning,2.2,where can i rent a bicycle around here?,near the santander bicycles
4675,2.0,intention reasoning,2.2,which store should i visit to buy medication?,calder pharmacy
4677,12.0,intention reasoning,8.8,which building should i head towards for banking?,natwest
4680,2.0,intention reasoning,2.2,which license plate belongs to the car directly in front of me?,wa60 ugz
4684,6.0,intention reasoning,5.5,what bank is available for withdrawing cash?,you can withdraw cash at natwest
4689,5.0,intention reasoning,3.8,what is the speed limit on this road if i follow the directions indicated by the signpost?,20
4692,2.0,intention reasoning,2.2,"what do the retro man store buy, sell, and trade?","clothing, jewelry, accessories"
4692,8.0,intention reasoning,5.5,what time does the bective office open for property inquiries?,refer to the contact number on the to let sign above bective.
4692,14.0,intention reasoning,8.8,which bus is in front of me?,the red double-decker bus 28 on this street
4696,2.0,intention reasoning,2.2,do you know if the one click dry cleaners offers same-day service?,call the number 020 7993 5001
4698,13.0,intention reasoning,8.8,where is the best place to park for a quick stop at ksr food & wine?,find parking on a side street since there is a bus stop in front of the store
4700,6.0,intention reasoning,5.5,which bus number do i need to take to reach my destination?,28
4701,8.0,intention reasoning,5.5,which bus should i take to reach vauxhall?,the 452 bus
4703,2.0,intention reasoning,2.2,which store should i go to for accessories for my new smartphone?,carphone warehouse
4704,9.0,intention reasoning,7.2,where can i see the advertisement for hamilton?,on the yellow banner on the red bus
4707,1.0,intention reasoning,2.2,which website should i visit to order flowers online?,flowers24hours.co.uk
4707,3.0,intention reasoning,3.8,what number should i call to contact the flower delivery service by phone?,0800 781 8877
4707,14.0,intention reasoning,8.8,what is the service for delivering fresh flowers?,london delivery today
4711,2.0,intention reasoning,2.2,which website do i need to visit to order flowers online?,flowers24hours.co.uk
