video_id,question_id,timestamp (s),question_type,question,correct_answer
71a1a187-8164-4b57-ac8a-87f1724fb971,6,115.3,shopping,which items should i prioritize looking at to take advantage of the 25% off discount?,the ones close to the sign
99d9f83d-f0be-467f-b8a8-cfd004e59703,6,79.8,shopping,which days of the week is the flash sale available according to the sign?,the weekend only
9b470268-62c2-4240-91b8-7a2758dcf0fe,6,82.8,shopping,what is the price of the milky way chocolate bars?,$5.25
b1c71e68-f8f1-475a-9237-4c040a6ea586,6,71.0,shopping,how much does milano cost?,6.79
b5043f82-8ff2-4760-8fe4-8da1d1c8f37f,6,81.3,shopping,what’s the name of the market i am shopping in?,tamimi markets
c34e1701-74fa-4b3b-9058-32480847de16,6,84.8,shopping,which areas in this store should i check to participate in the pick 5 promotion?,at the counter area
c4bdfb22-e10a-49a0-a8fe-60ec2b966b56,6,83.2,shopping,where can i find the nutri-grain bars among these shelves?,"on the top shelf, to the far right"
cf1c7dff-d8c6-44f8-9d48-9ffc443b3152,6,120.5,shopping,what does the pink magazine cover on my left emphasize ?,woman’s day
001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,7,79.2,shopping,what is the special deal to buy three of the same item?,3 for $5.75
0419c662-f261-4ef4-a262-0ccc8ffcaf36,7,80.3,shopping,"what other flavors of bugles are available, and where are they placed in relation to the original flavor?","bugles cheddar and bugles hot & spicy are available, placed to the right of the original flavor"
0b8e9abf-6a6c-4f8c-8daa-c027c641a081,7,87.5,shopping,what variety of coffee is available here?,house blend
0c60f909-13d1-42fb-889c-1f40a4b5b579,7,78.7,shopping,what size i can see on this clothing rack?,medium
0f0d2135-4595-400c-8463-bee11d8dbb5d,7,85.2,shopping,which item costs $9.75?,the item in the top right corner
1a2b5fde-00ee-4bd4-8a1a-15bf3a783629,7,82.5,shopping,what type of crackers should i serve with the coffee?,triscuit
1b332cec-98c0-4428-bf7b-d6477235f025,7,89.7,shopping,what items are included in the flash sale that offers 25% off?,all the goods in the store
1f869469-8e63-4959-a53d-45fd74e4f017,7,74.5,shopping,how much do the eggplants cost per kilogram?,0.38
23f95618-0ea4-4d66-b88d-f523aaeab2b7,7,86.5,shopping,which beer costs $9.49?,coors light
245a7130-2eac-4f9f-bd65-0925a9ebf3a0,7,78.8,shopping,what are the promotional deals available for lay's?,2 for $5
264193c2-1ce5-47da-8416-d850986e8530,7,82.8,shopping,what is the price of the ritz bits cup?,the price of the ritz bits cup is $6.25
2722dcf8-bd21-47a4-9346-aa993939250c,7,81.0,shopping,what is the price of fresh flowers?,fresh flowers $5.00/bunch
2de9fa3a-d09f-45fa-b499-76699dab75ee,7,78.3,shopping,where can i find something that is advertised for 2 for $3.50?,in the snack section next to the refrigerator
32306578-6733-4feb-aac3-3892c5993647,7,84.2,shopping,what brand of water do i see in the store?,pure life
3311f1b2-495a-4712-9989-ef8519be3cc7,7,71.3,shopping,what's the discount being offered in this store?,25% off
3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,7,101.0,shopping,what days do i need to visit the store to take advantage of the flash sale?,this weekend only
3f8fc786-82fd-4c93-9270-e93d9526b0cc,7,79.7,shopping,where can i find the price for the 'house blend' coffee?,near the $5.75 sign
48bd5e5f-825a-461a-a580-cd635b1f17bb,7,76.3,shopping,where can i find the cup noodles in this store?,on the middle shelf next to the la preferida refried beans
4d1d6605-2144-4934-8d74-5c5dd01df7ce,7,82.5,shopping,what is the discount percentage for items during the flash sale?,25% off
4f77f6b9-9409-45cb-804d-39497baa58ae,7,75.0,shopping,which type of chocolate bar is displayed on the shelf to the left?,100 grand
57413dd6-45ff-41d0-a250-cd15b4227e83,7,78.0,shopping,what do i need to do to get the extra 20% off on my purchase?,sign up
64e27cea-dac7-47d6-8174-d20f7b8e0a5c,7,80.3,shopping,what is the price of a fruit pie from the brand franz?,$2.25
71a1a187-8164-4b57-ac8a-87f1724fb971,7,115.3,shopping,which items here are part of the flash sale?,the items displayed in the store this weekend
7dc164b0-a785-4f17-8283-0c11f1dd60ad,7,78.7,shopping,what would be the total savings i get by signing up for the discount and purchasing an item costing $50?,the total savings would be $10
843e21ec-d2bc-4f06-9fb6-6ad6cbe529d2,7,83.8,shopping,where can i find the tops that are on sale?,by the “25% off” sign
95be0245-1465-49d1-b03c-bc45c6eb1ea4,7,137.7,shopping,how much is the price of the item with the orange label on the far right?,17.2
9992487f-0fb4-4c1d-b837-f1db6f332153,7,78.8,shopping,where can i find the lay's chips deal in the store?,above the register near the 2 for $5 sign
9b470268-62c2-4240-91b8-7a2758dcf0fe,7,82.8,shopping,what items are available on the shelf next to the viva signature cloth paper towels and the great value everyday cups?,scott
ac6c9467-899b-4be4-8415-0244fe9e128a,7,74.2,shopping,what item is prominently advertised on the top shelf near the entrance?,chips
b85ebe9a-d77d-4a2e-ae90-dc3c99c37c11,7,86.0,shopping,where is the house blend coffee located in this store?,on the wall above the beverage section
c0022559-fa6b-4efa-b6f4-4c37e747f99d,7,82.3,shopping,where can i find the halls cough drops in this aisle?,on a peg hook display in the center-left section
d1bbc6f0-753a-437f-afcf-94daf3c9b47a,7,78.8,shopping,where can i find the noodles that are packaged in cups?,on the middle shelf next to the taco shells
d2c6b32d-4eca-4df1-9846-cec3a75a97a2,7,81.3,shopping,what is the price of the kleenex tissue box i'm picking up?,2.75
0419c662-f261-4ef4-a262-0ccc8ffcaf36,8,80.3,shopping,"which snack options are available next to the hot & spicy bugles, and how can i compare their prices?",other bugles flavors and some chips; you can compare their prices by checking the shelf labels
23f95618-0ea4-4d66-b88d-f523aaeab2b7,8,86.5,shopping,what's the price of the alaska amber beer?,$10.19
245a7130-2eac-4f9f-bd65-0925a9ebf3a0,8,78.8,shopping,"which products are part of the 2 for $6 deal, and how do i locate them on the shelves?",delight and other items on the middle shelf
48bd5e5f-825a-461a-a580-cd635b1f17bb,8,76.3,shopping,which snack options do i have to buy something chocolate-flavored?,"twix, reese's, kitkat"
4d1d6605-2144-4934-8d74-5c5dd01df7ce,8,82.5,shopping,which days is the flash sale available?,this weekend only!
59f57895-75d3-4966-85a6-a94261b32461,8,115.3,shopping,when is the flash sale taking place?,this weekend only
64e27cea-dac7-47d6-8174-d20f7b8e0a5c,8,80.3,shopping,"which brand offers an apple-flavored pie, and where is it located on the shelf compared to the chocolate-flavored one?","franz, to the left of the chocolate-flavored one"
68d7182e-7e54-4492-af0c-2c6be0263a0d,8,86.5,shopping,what sodas are available in the refrigerator?,"coca-cola, sprite, diet coke"
71a1a187-8164-4b57-ac8a-87f1724fb971,8,115.3,shopping,where should i go to find more information about the flash sale happening this weekend?,the signage in the store
97ce24f3-6232-4aae-ab17-eef2c6491833,8,78.3,shopping,which backpack has the word awesome written on it?,the pink backpack
9b470268-62c2-4240-91b8-7a2758dcf0fe,8,82.8,shopping,where can i find the great value everyday cups ?,on the shelf with viva signature cloth
b85ebe9a-d77d-4a2e-ae90-dc3c99c37c11,8,86.0,shopping,what other grocery items can i see near the checkout counter besides coffee?,fresh fruits and vegetables in the shopping basket
c0022559-fa6b-4efa-b6f4-4c37e747f99d,8,82.3,shopping,what is the purple and green paper towels on the upper shelf?,vinda
c34e1701-74fa-4b3b-9058-32480847de16,8,84.8,shopping,"which two snacks can i buy for $3.33, and are there any other promotional offers in the nearby shelves?","the two snacks you can buy for $3.33 are indicated near the checkout, and other promotional offers include buy any 3 for... nearby"
c9a9d4fb-fa4e-4289-a81a-6e4045c54692,8,77.7,shopping,where can i find the taco shells in this store aisle?,"on the middle shelf, left side"
d1bbc6f0-753a-437f-afcf-94daf3c9b47a,8,78.8,shopping,which snack options are priced at 2 for $5?,lay's fritos & cheetos
d2c6b32d-4eca-4df1-9846-cec3a75a97a2,8,81.3,shopping,which brand of paper towels should i get for the signature cloth label?,viva
0419c662-f261-4ef4-a262-0ccc8ffcaf36,9,113.2,shopping,"what apps are on the phone's home screen, and how could they help me find a recipe using bugles?",the phone has apps like safari and pinterest; you can use them to search for bugles recipes online
196e679f-91ff-4308-a565-470b8de2c8e9,9,109.0,shopping,which direction should i take to find a particular store outside?,left
1b332cec-98c0-4428-bf7b-d6477235f025,9,101.7,shopping,"which section of the store has the items on flash sale, and how can i easily get there from where i am currently standing?",the section directly to the right of the person in the image
1f869469-8e63-4959-a53d-45fd74e4f017,9,114.5,shopping,where can i find the price for the peppers i just weighed?,on the sign below the basket they are in
2722dcf8-bd21-47a4-9346-aa993939250c,9,115.0,shopping,what is the brand in the background near the paper products?,viva
3a4f4d5c-c8fa-4bb1-8e80-7c22cab54116,9,146.7,shopping,where can i find more information about the flash sale in the store?,signboard near mirror
3f8fc786-82fd-4c93-9270-e93d9526b0cc,9,105.3,shopping,what is the meaning of $5.75 ?,the price of the 'house blend' coffee
40d5144b-12b8-4cb7-ae18-23c8c5a0daf0,9,144.7,shopping,which items in this store appear to be included in the 20% off promotion?,purchase goods after registration
57413dd6-45ff-41d0-a250-cd15b4227e83,9,109.2,shopping,which clothing items are eligible for the 20% off discount after signing up?,the signage does not specify
595a45c2-1c49-4d13-b49c-8a29ce07a790,9,119.8,shopping,"where can i find the warning sign, and what does it caution against?","on the side wall, it warns about shoplifting"
5bcbfe3d-a06d-42d5-9f20-8aa702e7e215,9,119.0,shopping,where is the item with the special offer label located in relation to the spring roll package?,to the left of the spring roll package
5f66a4a0-c5a7-4568-9885-8d34f973d0bb,9,121.0,shopping,are the green peppers priced the same as the apples?,no
64e27cea-dac7-47d6-8174-d20f7b8e0a5c,9,111.2,shopping,"where can i find the lay's snack deal information, and what does the promotion offer?","on the wall, buy 2 for $5"
6581b7ef-5fdf-489a-b066-49aca12776b5,9,115.5,shopping,where can i find the snacks displayed on the rack?,near the checkout counter
77d65e78-ec0d-40fa-8047-b5758809ed26,9,96.5,shopping,which aisle has the products that are currently 3 for $5.75?,the one close to the checkout counter
843e21ec-d2bc-4f06-9fb6-6ad6cbe529d2,9,95.7,shopping,what is the discount percentage being offered on the clothes?,25% off
b1c71e68-f8f1-475a-9237-4c040a6ea586,9,113.2,shopping,"if i want to buy both the tahoe and milano cookies, what will be the total cost?",the total cost for both tahoe and milano cookies will be $8.04
b5043f82-8ff2-4760-8fe4-8da1d1c8f37f,9,111.8,shopping,what is the price of the large suitcase placed on top of the freezer near the milk section?,76.95
b8eb6b3e-927d-4486-9513-be8ba78a332d,9,111.2,shopping,where can i find the milano cookies?,on the right shelf at the top
c0022559-fa6b-4efa-b6f4-4c37e747f99d,9,109.5,shopping,could you tell me whether the icy hot patches are available?,"yes, they are on the peg hook display on the left side"
cd8a8370-2da1-43f2-b003-c3e82dfd77a4,9,97.3,shopping,where can i find the premium crackers?,"middle shelf, near the right end"
d4cce61e-24ea-4775-9e6d-8c7895ee5f67,9,134.2,shopping,which store employee can help me with more information about parish nation products?,the employee wearing a green lanyard
001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,10,112.8,shopping,what are the available options associated with the pick 5 for $8.00 deal at the counter?,the options include various baked goods
0419c662-f261-4ef4-a262-0ccc8ffcaf36,10,113.2,shopping,which bag of candy offers a sour flavor option?,punch
0b8e9abf-6a6c-4f8c-8daa-c027c641a081,10,115.2,shopping,how much do i spend on shopping?,46.85
2de9fa3a-d09f-45fa-b499-76699dab75ee,10,114.0,shopping,where can i find the hot blends in this place?,near the coffee machines
3c9e4941-5514-43ad-8bf4-2999926e89a0,10,109.3,shopping,what payment methods can i use here?,visa
40d5144b-12b8-4cb7-ae18-23c8c5a0daf0,10,144.7,shopping,where can i find more information about the items included in the flash sale?,refer to the flash sale sign inside the store
45c82d53-bb58-44a2-bfc4-a75ef59d8605,10,107.5,shopping,"where can i find the mac and cheese, and how much does it cost?","it is on the second shelf, and it costs $4.49"
48bd5e5f-825a-461a-a580-cd635b1f17bb,10,98.5,shopping,"which energy bars are priced at $2.25, and what flavors do they come in?","crunch bars, in various flavors such as chocolate and mint"
595a45c2-1c49-4d13-b49c-8a29ce07a790,10,119.8,shopping,where is the entrance to the 'community kitchen'?,near the glass doors with colorful stripes
5e12b005-d720-4ec9-b364-178bc0e4d336,10,108.3,shopping,what is the discount being offered during the flash sale?,25% off
5f66a4a0-c5a7-4568-9885-8d34f973d0bb,10,121.0,shopping,which fruit is priced at 45¢ each?,pears
64ec9375-288b-4e66-9b4a-6c35b3b582c1,10,135.7,shopping,how much does a butterfinger candy bar cost?,$1.25
70087968-ee62-4443-8193-70c39b014f09,10,107.8,shopping,which shelf can i find the luna bars on?,on the second shelf from the top
7dc164b0-a785-4f17-8283-0c11f1dd60ad,10,144.7,shopping,which days are the items offered at a discount?,this weekend only
843e21ec-d2bc-4f06-9fb6-6ad6cbe529d2,10,95.7,shopping,which items in the store are included in the 25% off flash sale?,items on the clothing racks
97ce24f3-6232-4aae-ab17-eef2c6491833,10,115.2,shopping,which section can i find toys labeled diy truck?,yellow toy trucks
99d2564a-8de6-4f9b-b61a-602ec60fe9b5,10,112.0,shopping,what items can i use to help with a sore throat?,cepacol extra strength
9b470268-62c2-4240-91b8-7a2758dcf0fe,10,112.7,shopping,how much does the sleep aid cost?,5.49
9ca6e523-548b-4af9-867d-0aa38c65a0a4,10,112.8,shopping,where can i find items that cost $25.00?,on the green sign
9fde5115-c496-4ff5-a83d-92f347ab7a3d,10,115.3,shopping,which brand of chips costs $3.25?,chex mix
a6e66b85-532d-4d73-bc53-6740981166ac,10,117.3,shopping,what items are included in the flash sale and how much is the discount?,flash sale items are 25% off
ac6c9467-899b-4be4-8415-0244fe9e128a,10,96.2,shopping,what kind of coffee blend do they have here?,house blend
b1c71e68-f8f1-475a-9237-4c040a6ea586,10,113.2,shopping,what is the price difference between the cookies labeled milano and tahoe?,5.54
b85ebe9a-d77d-4a2e-ae90-dc3c99c37c11,10,110.5,shopping,what is the price of the item with a yellow sign in the display case?,8.98
c4a4663e-28a7-4d23-a609-d9d860ee4ea2,10,134.5,shopping,which brand of taco shells are available?,ortega
c4bdfb22-e10a-49a0-a8fe-60ec2b966b56,10,107.8,shopping,"what's the price of the luna bars, and how many different flavors can i see?","$1.25, four flavors"
d2c6b32d-4eca-4df1-9846-cec3a75a97a2,10,112.0,shopping,which brand offers double rolls of paper towels?,viva
d4cce61e-24ea-4775-9e6d-8c7895ee5f67,10,134.2,shopping,what is the brand on the shirt i'm looking at?,ecko unltd
0c60f909-13d1-42fb-889c-1f40a4b5b579,11,119.5,shopping,what does the text on the t-shirt i'm holding say?,positive
0dcc2610-672b-4a18-93c1-4134a2054ca1,11,121.0,shopping,how much per pound do green and red bell peppers cost compared to yellow bell peppers?,the same price as the yellow bell peppers
